key,label,type,type_idx,n_neurons,excl_rate,excl_rate_sd,enrichment,share_of_excluded,median_act_frac,median_in_deg
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Lawf2,11,35,0.9600,0.0140,1.954,0.0050,0.0830,90.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),R6,28,217,0.9585,0.0000,1.951,0.0308,1.0000,2.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),TmY15,59,217,0.9502,0.0079,1.934,0.0305,0.9925,194.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),R5,27,217,0.9456,0.0079,1.925,0.0304,1.0000,3.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),L1,5,217,0.9244,0.0023,1.882,0.0297,0.0000,19.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),R4,26,217,0.9180,0.0054,1.868,0.0295,1.0000,3.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),R1,23,217,0.9069,0.0125,1.846,0.0292,1.0000,4.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Mi10,13,217,0.8876,0.0234,1.807,0.0285,0.7755,19.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T4d,38,217,0.8737,0.0103,1.778,0.0281,0.4927,59.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),R2,24,217,0.8433,0.0077,1.717,0.0271,1.0000,3.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),TmY14,58,217,0.8359,0.0358,1.702,0.0269,0.0280,99.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T2a,33,217,0.8111,0.0101,1.651,0.0261,0.3215,24.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Mi12,15,217,0.7373,0.0220,1.501,0.0237,1.0000,14.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Mi13,16,217,0.5558,0.0266,1.131,0.0179,1.0000,14.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),L3,7,217,0.4977,0.0414,1.013,0.0160,0.9147,16.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T2,32,217,0.4756,0.0292,0.968,0.0153,0.9998,80.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),TmY3,61,217,0.4728,0.0454,0.962,0.0152,0.6350,79.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),TmY10,56,217,0.4083,0.0286,0.831,0.0131,0.9962,15.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),CT1(Lo1),3,217,0.3530,0.1044,0.719,0.0113,1.0000,7.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T5b,40,217,0.3171,0.0074,0.645,0.0102,0.2380,74.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Tm3,48,217,0.2931,0.0309,0.597,0.0094,1.0000,51.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Tm9,55,217,0.2931,0.0174,0.597,0.0094,0.9062,26.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T5d,42,217,0.2682,0.0107,0.546,0.0086,0.5810,69.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T5a,39,217,0.2304,0.0065,0.469,0.0074,0.3232,80.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Tm5Y,51,217,0.1880,0.0477,0.383,0.0060,1.0000,21.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Tm5a,52,217,0.1714,0.0309,0.349,0.0055,0.9295,10.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T3,34,217,0.1373,0.0079,0.280,0.0044,0.4103,31.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),TmY5a,63,217,0.1290,0.0050,0.263,0.0041,1.0000,45.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T4c,37,217,0.1023,0.0045,0.208,0.0033,0.4985,88.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T4a,35,217,0.0931,0.0089,0.189,0.0030,0.5050,109.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T4b,36,217,0.0912,0.0144,0.186,0.0029,0.4905,71.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T5c,41,217,0.0802,0.0069,0.163,0.0026,0.4440,66.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Mi15,18,217,0.0341,0.0145,0.069,0.0011,0.5505,18.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),TmY4,62,217,0.0065,0.0023,0.013,0.0002,0.9995,102.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Am,0,217,0.0055,0.0045,0.011,0.0002,0.0000,14.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),R3,25,217,0.0037,0.0034,0.008,0.0001,1.0000,3.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Tm1,43,217,0.0018,0.0023,0.004,0.0001,1.0000,30.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Mi3,20,217,0.0009,0.0018,0.002,0.0000,1.0000,3.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),R7,29,217,0.0009,0.0018,0.002,0.0000,0.5982,1.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),C2,1,217,0.0000,0.0000,0.000,0.0000,1.0000,25.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Mi11,14,217,0.0000,0.0000,0.000,0.0000,1.0000,2.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Mi14,17,217,0.0000,0.0000,0.000,0.0000,0.9895,17.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),R8,30,217,0.0000,0.0000,0.000,0.0000,1.0000,1.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),T1,31,217,0.0000,0.0000,0.000,0.0000,0.7170,13.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Tm16,44,217,0.0000,0.0000,0.000,0.0000,0.8290,24.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Tm2,45,217,0.0000,0.0000,0.000,0.0000,0.6513,25.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Tm30,49,217,0.0000,0.0000,0.000,0.0000,0.9933,1.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),Tm5c,54,217,0.0000,0.0000,0.000,0.0000,0.9995,16.0
lowmeas_ko,low meas. noise gamma=0.1 (Known-ODE),TmY13,57,217,0.0000,0.0000,0.000,0.0000,0.9843,25.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),CT1(M10),4,217,1.0000,0.0000,1.473,0.0233,1.0000,7.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),L2,6,217,1.0000,0.0000,1.473,0.0233,0.0000,17.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),L3,7,217,1.0000,0.0000,1.473,0.0233,0.9147,16.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),L4,8,217,1.0000,0.0000,1.473,0.0233,1.0000,11.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Lawf1,10,35,1.0000,0.0000,1.473,0.0038,0.0000,20.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi1,12,217,1.0000,0.0000,1.473,0.0233,0.8817,33.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi2,19,217,1.0000,0.0000,1.473,0.0233,1.0000,17.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi4,21,217,1.0000,0.0000,1.473,0.0233,0.9675,51.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi9,22,217,1.0000,0.0000,1.473,0.0233,0.9325,32.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),R7,29,217,1.0000,0.0000,1.473,0.0233,0.5982,1.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm4,50,217,1.0000,0.0000,1.473,0.0233,0.2140,58.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),TmY9,64,217,1.0000,0.0000,1.473,0.0233,1.0000,30.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),L5,9,217,0.9991,0.0018,1.472,0.0232,0.5102,16.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),TmY10,56,217,0.9982,0.0023,1.470,0.0232,0.9962,15.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi13,16,217,0.9963,0.0034,1.468,0.0232,1.0000,14.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),TmY18,60,217,0.9954,0.0041,1.466,0.0232,1.0000,61.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi10,13,217,0.9908,0.0050,1.460,0.0230,0.7755,19.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T3,34,217,0.9880,0.0037,1.455,0.0230,0.4103,31.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Lawf2,11,35,0.9829,0.0140,1.448,0.0037,0.0830,90.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),R5,27,217,0.9788,0.0023,1.442,0.0228,1.0000,3.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),C3,2,217,0.9733,0.0068,1.434,0.0226,0.9998,25.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm5b,53,217,0.9696,0.0055,1.428,0.0226,1.0000,28.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm20,46,217,0.9641,0.0079,1.420,0.0224,1.0000,17.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),L1,5,217,0.9585,0.0029,1.412,0.0223,0.0000,19.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),R6,28,217,0.9585,0.0000,1.412,0.0223,1.0000,2.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),R4,26,217,0.9539,0.0029,1.405,0.0222,1.0000,3.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T2,32,217,0.9539,0.0146,1.405,0.0222,0.9998,80.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm28,47,217,0.9493,0.0065,1.398,0.0221,0.9632,19.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T2a,33,217,0.9475,0.0023,1.396,0.0220,0.3215,24.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),TmY3,61,217,0.9465,0.0111,1.394,0.0220,0.6350,79.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T4a,35,217,0.9447,0.0065,1.392,0.0220,0.5050,109.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T4d,38,217,0.9419,0.0103,1.388,0.0219,0.4927,59.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),R1,23,217,0.9401,0.0077,1.385,0.0219,1.0000,4.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T4b,36,217,0.9281,0.0037,1.367,0.0216,0.4905,71.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),R2,24,217,0.8995,0.0061,1.325,0.0209,1.0000,3.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),CT1(Lo1),3,217,0.8968,0.0199,1.321,0.0209,1.0000,7.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Am,0,217,0.8866,0.0190,1.306,0.0206,0.0000,14.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T4c,37,217,0.8415,0.0047,1.240,0.0196,0.4985,88.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm5a,52,217,0.8028,0.0114,1.183,0.0187,0.9295,10.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),TmY15,59,217,0.7677,0.0355,1.131,0.0179,0.9925,194.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),TmY14,58,217,0.7364,0.0388,1.085,0.0171,0.0280,99.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),TmY4,62,217,0.7171,0.0139,1.056,0.0167,0.9995,102.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi12,15,217,0.7124,0.0207,1.049,0.0166,1.0000,14.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm2,45,217,0.7115,0.0262,1.048,0.0166,0.6513,25.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm5Y,51,217,0.6406,0.0602,0.944,0.0149,1.0000,21.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),TmY5a,63,217,0.5512,0.0449,0.812,0.0128,1.0000,45.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi15,18,217,0.3364,0.0101,0.496,0.0078,0.5505,18.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T5b,40,217,0.2876,0.0075,0.424,0.0067,0.2380,74.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T5a,39,217,0.2756,0.0125,0.406,0.0064,0.3232,80.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T5d,42,217,0.2599,0.0080,0.383,0.0060,0.5810,69.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm9,55,217,0.2599,0.0257,0.383,0.0060,0.9062,26.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm3,48,217,0.2138,0.0295,0.315,0.0050,1.0000,51.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),R3,25,217,0.1668,0.0209,0.246,0.0039,1.0000,3.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi3,20,217,0.1226,0.0119,0.181,0.0029,1.0000,3.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T5c,41,217,0.0959,0.0034,0.141,0.0022,0.4440,66.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),TmY13,57,217,0.0885,0.0061,0.130,0.0021,0.9843,25.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm1,43,217,0.0424,0.0098,0.062,0.0010,1.0000,30.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi14,17,217,0.0323,0.0130,0.048,0.0008,0.9895,17.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm5c,54,217,0.0230,0.0130,0.034,0.0005,0.9995,16.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm16,44,217,0.0129,0.0094,0.019,0.0003,0.8290,24.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),T1,31,217,0.0083,0.0034,0.012,0.0002,0.7170,13.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),C2,1,217,0.0000,0.0000,0.000,0.0000,1.0000,25.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Mi11,14,217,0.0000,0.0000,0.000,0.0000,1.0000,2.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),R8,30,217,0.0000,0.0000,0.000,0.0000,1.0000,1.0
midmeas_ko,mid meas. noise gamma=0.2 (Known-ODE),Tm30,49,217,0.0000,0.0000,0.000,0.0000,0.9933,1.0
